trial, person, filename, eye, t0, x, y
0,1,01_12.png,R,469,349.20000000000005,152.10000000000002
0,1,01_12.png,R,801,60.69999999999999,114.80000000000001
0,1,01_12.png,R,1097,88.69999999999999,104.60000000000002
0,1,01_12.png,R,1297,69.69999999999999,102.5
0,1,01_12.png,R,1633,348.6,146.3
0,1,01_12.png,R,1941,347.9,115.69999999999999
0,1,01_12.png,R,3013,71.5,98
0,1,01_12.png,R,3385,347.4,118.19999999999999
0,1,01_12.png,R,3569,87.80000000000001,376.79999999999995
0,1,01_12.png,R,3745,114.89999999999998,397
0,1,01_12.png,R,3969,302.6,422.9
0,1,01_12.png,R,4917,282.9,419.5
0,1,01_12.png,R,5405,704.3,171
0,1,01_12.png,R,5745,730.2,160.89999999999998
0,1,01_12.png,R,6013,335.29999999999995,363.6
0,1,01_12.png,R,6157,293.4,390.1
0,1,01_12.png,R,6409,272.70000000000005,386.29999999999995
0,1,01_12.png,R,6477,735.2,195.10000000000002
0,1,01_12.png,R,6649,720.2,157.60000000000002
0,1,01_12.png,R,6777,922.7,143.60000000000002
0,1,01_12.png,R,7545,343.6,128.89999999999998
0,1,01_12.png,R,7809,67.80000000000001,111.39999999999998
0,1,01_12.png,R,8005,323.79999999999995,120.5
0,1,01_12.png,R,8281,767.9000000000001,158.10000000000002
0,1,01_12.png,R,8449,745.8,371.29999999999995
0,1,01_12.png,R,8601,678.0999999999999,380.29999999999995
0,1,01_12.png,R,9433,943.8,402.4
0,1,01_12.png,R,10017,326.70000000000005,472.70000000000005
0,1,01_12.png,R,10189,306.6,433.70000000000005
0,1,01_12.png,R,10549,71.80000000000001,412.4
0,1,01_12.png,R,10849,111.5,411.79999999999995
0,1,01_12.png,R,11013,54.60000000000002,107.80000000000001
0,1,01_12.png,R,11253,95.30000000000001,104.60000000000002
0,2,01_12.png,L,-119,549,266.4
0,2,01_12.png,L,257,413.29999999999995,219.29999999999995
0,2,01_12.png,L,525,383.29999999999995,180.29999999999995
0,2,01_12.png,L,741,748,191.29999999999995
0,2,01_12.png,L,1181,816.5,194
0,2,01_12.png,L,1333,968.5999999999999,207.5
0,2,01_12.png,L,1533,990.5,456.79999999999995
0,2,01_12.png,L,1757,731.7,449.79999999999995
0,2,01_12.png,L,2237,985.4000000000001,475.5
0,2,01_12.png,L,2481,951.8,224.60000000000002
0,2,01_12.png,L,3061,747.8,204.10000000000002
0,2,01_12.png,L,3849,389.9,210.20000000000005
0,2,01_12.png,L,4213,131.89999999999998,208.5
0,2,01_12.png,L,4725,123.29999999999995,461.20000000000005
0,2,01_12.png,L,4925,146.5,493.70000000000005
0,2,01_12.png,L,5409,357.5,505.4
0,2,01_12.png,L,5689,324.29999999999995,500.4
0,2,01_12.png,L,5901,367.5,520
0,2,01_12.png,L,6685,328.5,510
0,2,01_12.png,L,8041,147.29999999999995,508.1
0,2,01_12.png,L,8929,111.79999999999995,219
0,2,01_12.png,L,9493,368,227.39999999999998
0,2,01_12.png,L,10177,369,251.20000000000005
0,2,01_12.png,L,11497,433.20000000000005,298.6
0,2,01_12.png,L,11881,362,512.2
0,2,01_12.png,L,13249,671.3,248.10000000000002
0,2,01_12.png,L,13493,716.8,238.79999999999995
0,2,01_12.png,L,13813,668.5,501.9
0,2,01_12.png,L,14589,699.5,257.1
0,2,01_12.png,L,15129,929.4000000000001,250.60000000000002
0,2,01_12.png,L,15485,906.7,261.9
0,2,01_12.png,L,16185,915.9000000000001,474
0,2,01_12.png,L,16665,937.9000000000001,477.79999999999995
0,2,01_12.png,L,16997,776.3,262.9
0,2,01_12.png,L,17281,813.3,291.9
0,2,01_12.png,L,17885,671.2,258.20000000000005
0,2,01_12.png,L,18313,721.5999999999999,168.39999999999998
0,2,01_12.png,L,18593,660.5999999999999,417.79999999999995
0,2,01_12.png,L,19309,648.7,473.4
0,2,01_12.png,L,19665,675.5999999999999,445.70000000000005
0,2,01_12.png,L,19925,667.5999999999999,383.79999999999995
0,2,01_12.png,L,20345,868.2,152
0,2,01_12.png,L,20541,920.4000000000001,158.10000000000002
0,2,01_12.png,L,20869,927.9000000000001,397.20000000000005
0,2,01_12.png,L,21589,658.0999999999999,408.5
0,2,01_12.png,L,22049,706.5,133.8
0,2,01_12.png,L,22841,897.0999999999999,181.79999999999995
0,2,01_12.png,L,23449,676.5999999999999,414.1
0,2,01_12.png,L,23681,644.5,428.29999999999995
0,2,01_12.png,L,23941,933.3,438.5
0,2,01_12.png,L,24181,297.20000000000005,380.70000000000005
0,2,01_12.png,L,24349,311.1,206.10000000000002
0,2,01_12.png,L,24605,88.19999999999999,168.10000000000002
0,2,01_12.png,L,25697,120.10000000000002,453.9
0,2,01_12.png,L,25877,112.79999999999995,476.6
0,2,01_12.png,L,26521,281.5,502
0,2,01_12.png,L,27125,341.1,216.79999999999995
0,2,01_12.png,L,27329,322.5,193.60000000000002
0,2,01_12.png,L,27865,703.4000000000001,223.5
0,2,01_12.png,L,28413,647,459.20000000000005
0,2,01_12.png,L,28945,639.9000000000001,489.1
0,2,01_12.png,L,30877,883.4000000000001,279.29999999999995
0,2,01_12.png,L,31109,845,157
0,2,01_12.png,L,32445,853.8,128.7
0,2,01_12.png,L,32741,824.9000000000001,136.8
0,2,01_12.png,L,33777,861.8,289.1
0,2,01_12.png,L,34025,839.9000000000001,383.79999999999995
0,2,01_12.png,L,35585,845.4000000000001,347.1
0,2,01_12.png,L,36521,833.5999999999999,371.70000000000005
0,2,01_12.png,L,36889,604.9,379.4
0,2,01_12.png,L,37521,199.5,408.6
0,2,01_12.png,L,37885,239.89999999999998,401.79999999999995
0,2,01_12.png,L,38385,68.5,394.79999999999995
0,2,01_12.png,L,38973,73.30000000000001,151.2
0,2,01_12.png,L,39129,44.19999999999999,104.89999999999998
0,2,01_12.png,L,39505,292.20000000000005,135.89999999999998
0,2,01_12.png,L,39969,268.29999999999995,109.69999999999999
0,2,01_12.png,L,40181,637.3,154
0,2,01_12.png,L,40705,837.8,163.3
0,2,01_12.png,L,41225,622.3,137.10000000000002
0,2,01_12.png,L,41633,627.7,148.2
0,2,01_12.png,L,42765,632.2,364.79999999999995
0,2,01_12.png,L,44225,854.9000000000001,413.4
0,2,01_12.png,L,44609,827,194.79999999999995
0,2,01_12.png,L,45197,821.5,148.89999999999998
0,2,01_12.png,L,45445,282.4,159.60000000000002
0,2,01_12.png,L,45641,262.5,134.7
0,2,01_12.png,L,45873,35.19999999999999,130.7
0,2,01_12.png,L,46533,28.5,86.60000000000002
0,2,01_12.png,L,47841,47.69999999999999,92.5
0,2,01_12.png,L,48209,32.69999999999999,364.29999999999995
0,2,01_12.png,L,48445,73.10000000000002,384.20000000000005
0,2,01_12.png,L,48929,257.6,407.29999999999995
0,2,01_12.png,L,49745,232.10000000000002,389.1
0,2,01_12.png,L,49993,59.69999999999999,397.4
0,2,01_12.png,L,50761,42.80000000000001,434.79999999999995
0,2,01_12.png,L,51021,276.20000000000005,110.69999999999999
0,2,01_12.png,L,51573,30,119.5
0,2,01_12.png,L,52193,114.20000000000005,381.9
0,2,01_12.png,L,52389,61.89999999999998,405.79999999999995
0,2,01_12.png,L,52945,50,447.4
0,2,01_12.png,L,53585,66.10000000000002,409.1
0,2,01_12.png,L,53989,237.29999999999995,424.4
0,2,01_12.png,L,54429,312.9,110.89999999999998
0,2,01_12.png,L,54613,272.4,116.39999999999998
0,2,01_12.png,L,55393,278.70000000000005,146.2
0,2,01_12.png,L,55837,676.2,183.20000000000005
0,2,01_12.png,L,55989,621.3,150
0,2,01_12.png,L,56557,332.70000000000005,153.89999999999998
0,2,01_12.png,L,56705,252.29999999999995,159
0,2,01_12.png,L,57941,633.7,171
0,2,01_12.png,L,58137,614.2,170
0,2,01_12.png,L,59461,845.2,419.6
0,2,01_12.png,L,60425,818.8,227.29999999999995
0,2,01_12.png,L,60693,834.4000000000001,198.20000000000005
0,2,01_12.png,L,61409,861.9000000000001,262.1
0,3,01_12.png,L,-112,562.4,262.6
0,3,01_12.png,L,212,386.70000000000005,192.20000000000005
0,3,01_12.png,L,380,160.89999999999998,173.39999999999998
0,3,01_12.png,L,544,399.5,170.5
0,3,01_12.png,L,724,183.79999999999995,254.10000000000002
0,3,01_12.png,L,780,333.29999999999995,392
0,3,01_12.png,L,968,365.79999999999995,427.79999999999995
0,3,01_12.png,L,1204,799.2,432.79999999999995
0,3,01_12.png,L,1448,751.7,424.9
0,3,01_12.png,L,1640,961.5999999999999,175.39999999999998
0,3,01_12.png,L,1816,1017.2,163.39999999999998
0,3,01_12.png,L,1968,799.9000000000001,141.10000000000002
0,3,01_12.png,L,2448,788.0999999999999,360.5
0,3,01_12.png,L,2636,764.2,379.1
0,3,01_12.png,L,2892,1057.3,385.9
0,3,01_12.png,L,3184,1031.4,161.89999999999998
0,3,01_12.png,L,3356,1010.5999999999999,137.3
0,3,01_12.png,L,3628,799,121.19999999999999
0,3,01_12.png,L,3860,308.70000000000005,141.10000000000002
0,3,01_12.png,L,4016,177.70000000000005,143.89999999999998
0,3,01_12.png,L,4364,122.5,129.10000000000002
0,3,01_12.png,L,4628,397,122.30000000000001
0,3,01_12.png,L,4768,132.20000000000005,124.30000000000001
0,3,01_12.png,L,5260,173.20000000000005,424.1
0,3,01_12.png,L,5460,175.60000000000002,391.70000000000005
0,3,01_12.png,L,5784,362.70000000000005,392.5
0,3,01_12.png,L,6184,347.6,407
0,3,01_12.png,L,6336,414,116.30000000000001
0,3,01_12.png,L,6512,415.29999999999995,102.19999999999999
0,3,01_12.png,L,6644,130.60000000000002,108.19999999999999
0,3,01_12.png,L,6896,830.3,114.10000000000002
0,3,01_12.png,L,7108,770.7,379.4
0,3,01_12.png,L,7556,1061.9,365.1
0,3,01_12.png,L,7768,842,104.10000000000002
0,3,01_12.png,L,8068,789.4000000000001,102.60000000000002
0,3,01_12.png,L,8324,409.70000000000005,115.89999999999998
0,4,01_12.png,R,-114,551,268.79999999999995
0,4,01_12.png,R,258,710.7,179.60000000000002
0,4,01_12.png,R,454,746.5999999999999,150.10000000000002
0,4,01_12.png,R,714,310.1,154.60000000000002
0,4,01_12.png,R,962,356.1,138.89999999999998
0,4,01_12.png,R,1182,310.1,459.70000000000005
0,4,01_12.png,R,1490,142.10000000000002,457.20000000000005
0,4,01_12.png,R,1722,109.60000000000002,150.60000000000002
0,4,01_12.png,R,2054,920.5,153.39999999999998
0,4,01_12.png,R,2282,952.0999999999999,159.39999999999998
0,4,01_12.png,R,2818,914.5999999999999,189.60000000000002
0,4,01_12.png,R,2974,724.4000000000001,160.10000000000002
0,4,01_12.png,R,3330,688.7,413.70000000000005
0,4,01_12.png,R,3634,290.4,475.5
0,4,01_12.png,R,4022,112.60000000000002,472.6
0,4,01_12.png,R,4354,84.19999999999999,197
0,4,01_12.png,R,4534,77.69999999999999,141.89999999999998
0,4,01_12.png,R,4718,358.4,148.5
0,4,01_12.png,R,5438,350.4,108.89999999999998
0,4,01_12.png,R,5702,855.7,133
0,4,01_12.png,R,5910,933.9000000000001,140.7
0,4,01_12.png,R,6198,948.9000000000001,415.20000000000005
0,4,01_12.png,R,6654,693.2,431.4
0,4,01_12.png,R,8702,416.1,258.70000000000005
0,4,01_12.png,R,8958,738.5,245.39999999999998
0,4,01_12.png,R,9582,945.2,154.2
0,4,01_12.png,R,11582,871.4000000000001,125.10000000000002
0,4,01_12.png,R,12986,952.7,135.8
0,4,01_12.png,R,13262,760.8,151.7
0,4,01_12.png,R,13554,262.70000000000005,129.89999999999998
0,4,01_12.png,R,13798,147.60000000000002,128.8
0,4,01_12.png,R,14026,905,101.19999999999999
0,4,01_12.png,R,14598,689.5999999999999,112.10000000000002
0,4,01_12.png,R,14858,323.6,156.60000000000002
0,4,01_12.png,R,15090,386.1,151
0,4,01_12.png,R,15390,856.5999999999999,168.8
0,4,01_12.png,R,15598,763.5999999999999,185.60000000000002
0,4,01_12.png,R,16290,674.3,488.29999999999995
0,4,01_12.png,R,16730,244.5,217.5
0,4,01_12.png,R,16886,149.60000000000002,221.10000000000002
0,4,01_12.png,R,17146,411.79999999999995,206.60000000000002
0,4,01_12.png,R,17438,886.9000000000001,179.60000000000002
0,4,01_12.png,R,17606,955.2,180.60000000000002
0,4,01_12.png,R,17934,950.3,471.6
0,4,01_12.png,R,18534,700.0999999999999,479.5
0,4,01_12.png,R,18898,472.70000000000005,224.10000000000002
0,4,01_12.png,R,19126,768.9000000000001,178.29999999999995
0,4,01_12.png,R,19566,977.2,182.89999999999998
0,4,01_12.png,R,19846,287,182.10000000000002
0,4,01_12.png,R,20042,118.39999999999998,177.39999999999998
0,4,01_12.png,R,20278,124.89999999999998,483.9
0,4,01_12.png,R,20618,818.2,469.20000000000005
0,4,01_12.png,R,20822,719.5999999999999,454
0,4,01_12.png,R,21162,663.4000000000001,250.20000000000005
0,4,01_12.png,R,21330,752.8,179.29999999999995
0,4,01_12.png,R,21698,342.9,171.89999999999998
0,4,01_12.png,R,22162,192.89999999999998,161.7
0,4,01_12.png,R,22302,104.89999999999998,173.3
0,4,01_12.png,R,22538,127,523.5
0,4,01_12.png,R,22758,320,517.1
0,4,01_12.png,R,23166,790.8,465.5
0,4,01_12.png,R,23562,710.5,466.4
0,4,01_12.png,R,24262,955,176.7
0,4,01_12.png,R,24882,963.5999999999999,206
0,4,01_12.png,R,25102,757,167.10000000000002
0,4,01_12.png,R,25450,706.7,491.5
0,4,01_12.png,R,25806,329.4,361.5
0,4,01_12.png,R,26014,301.79999999999995,492.6
0,4,01_12.png,R,26358,85.39999999999998,513.9
0,4,01_12.png,R,26626,126.20000000000005,491.79999999999995
0,4,01_12.png,R,26846,339.4,148.2
0,4,01_12.png,R,27274,511.29999999999995,176.3
0,4,01_12.png,R,27478,386.20000000000005,166.5
0,4,01_12.png,R,27814,869,195.70000000000005
0,4,01_12.png,R,28082,974.2,178.60000000000002
0,4,01_12.png,R,28342,956.3,463.6
0,4,01_12.png,R,28618,978.2,436.20000000000005
0,4,01_12.png,R,28814,184.89999999999998,221
0,4,01_12.png,R,28990,100.39999999999998,193.29999999999995
0,4,01_12.png,R,29262,343.1,171.60000000000002
0,4,01_12.png,R,29470,369.20000000000005,153.3
0,4,01_12.png,R,30450,735.5999999999999,416.6
0,4,01_12.png,R,30674,823.5,165.8
0,4,01_12.png,R,30882,749.3,167.60000000000002
0,4,01_12.png,R,31210,733.4000000000001,391.20000000000005
0,4,01_12.png,R,31366,683,476.70000000000005
0,4,01_12.png,R,31702,953.5,469.29999999999995
0,4,01_12.png,R,32714,359.70000000000005,185.10000000000002
0,4,01_12.png,R,33934,917.9000000000001,153.5
0,4,01_12.png,R,34170,112.89999999999998,205.70000000000005
0,4,01_12.png,R,34398,64.60000000000002,184.60000000000002
0,4,01_12.png,R,35658,103.39999999999998,500.79999999999995
0,4,01_12.png,R,35898,810.8,457.4
0,4,01_12.png,R,36126,692.3,426.70000000000005
0,4,01_12.png,R,36522,747.5,179
0,4,01_12.png,R,36690,757.8,151.60000000000002
0,4,01_12.png,R,37450,698.5,472
0,4,01_12.png,R,37878,856.2,379.20000000000005
0,4,01_12.png,R,38690,913.8,489.1
0,4,01_12.png,R,38902,918.3,204.60000000000002
0,4,01_12.png,R,39310,711,190.29999999999995
0,4,01_12.png,R,39626,716.0999999999999,179.79999999999995
0,4,01_12.png,R,39842,919.0999999999999,201.79999999999995
0,4,01_12.png,R,40030,901.4000000000001,197.60000000000002
0,4,01_12.png,R,40238,665.5999999999999,480
0,4,01_12.png,R,40422,643,475.29999999999995
0,4,01_12.png,R,40670,910.5999999999999,464.9
0,4,01_12.png,R,41538,649.9000000000001,467.79999999999995
0,4,01_12.png,R,41926,215.10000000000002,216
0,4,01_12.png,R,42162,67.30000000000001,187.60000000000002
0,4,01_12.png,R,42366,143.29999999999995,489.4
0,4,01_12.png,R,42534,245.29999999999995,499.1
0,4,01_12.png,R,43066,292.1,523.8
0,4,01_12.png,R,43970,740,208.20000000000005
0,4,01_12.png,R,44358,71.89999999999998,195.70000000000005
0,4,01_12.png,R,44598,34.69999999999999,209.5
0,4,01_12.png,R,44850,27,166.89999999999998
0,4,01_12.png,R,45302,337.79999999999995,172.5
0,4,01_12.png,R,45630,329,144.5
0,4,01_12.png,R,46138,55.10000000000002,168.60000000000002
0,4,01_12.png,R,46478,338.79999999999995,209.60000000000002
0,4,01_12.png,R,46962,337.79999999999995,103.80000000000001
0,4,01_12.png,R,47290,45.30000000000001,130.39999999999998
0,4,01_12.png,R,47518,76.80000000000001,502.6
0,4,01_12.png,R,47774,94.89999999999998,464.9
0,4,01_12.png,R,48098,80,158.8
0,4,01_12.png,R,48338,359.79999999999995,125.60000000000002
0,4,01_12.png,R,48594,332,137.3
0,4,01_12.png,R,48854,239.89999999999998,507.20000000000005
0,4,01_12.png,R,49082,274.5,487.79999999999995
0,4,01_12.png,R,49290,310.9,186.60000000000002
0,4,01_12.png,R,49478,327.6,126.5
0,4,01_12.png,R,49694,698,135
0,4,01_12.png,R,49894,736.8,135.2
0,4,01_12.png,R,50066,925.5999999999999,137.2
0,4,01_12.png,R,50518,898.3,391.9
0,4,01_12.png,R,50886,189.10000000000002,493.70000000000005
0,4,01_12.png,R,51098,89.39999999999998,465.1
0,4,01_12.png,R,51726,299.70000000000005,489
0,4,01_12.png,R,51958,271.29999999999995,477.4
0,4,01_12.png,R,52210,89.39999999999998,464.6
0,4,01_12.png,R,52538,127,463.29999999999995
0,4,01_12.png,R,52770,160.60000000000002,456.29999999999995
0,4,01_12.png,R,53270,141.10000000000002,472.4
0,4,01_12.png,R,53478,164.39999999999998,456.20000000000005
0,4,01_12.png,R,53742,131,464.5
0,4,01_12.png,R,54166,345.20000000000005,465.9
0,4,01_12.png,R,54602,403.1,466.1
0,4,01_12.png,R,55090,829.3,135.2
0,4,01_12.png,R,55310,802.9000000000001,99.10000000000002
0,4,01_12.png,R,55506,735.4000000000001,366.9
0,4,01_12.png,R,55754,739.9000000000001,391.70000000000005
0,4,01_12.png,R,56002,1022.5999999999999,416.5
0,4,01_12.png,R,56626,937.8,162.8
0,4,01_12.png,R,56778,987.5999999999999,116.39999999999998
0,4,01_12.png,R,57246,789.5,98.80000000000001
0,4,01_12.png,R,57586,756.5999999999999,415
0,4,01_12.png,R,57818,728.3,407.79999999999995
0,4,01_12.png,R,58110,370.79999999999995,162.2
0,4,01_12.png,R,58330,386.9,95.89999999999998
0,4,01_12.png,R,59734,342.1,383.4
0,4,01_12.png,R,59898,341.5,470.9
0,4,01_12.png,R,60190,851.2,381.9
0,4,01_12.png,R,60402,963.2,135.8
0,4,01_12.png,R,60658,773.0999999999999,115.69999999999999
0,4,01_12.png,R,61126,280.5,128
0,4,01_12.png,R,61326,114,126.60000000000002
0,4,01_12.png,R,61842,343.70000000000005,106.80000000000001
0,4,01_12.png,R,62014,379.70000000000005,98.60000000000002
0,4,01_12.png,R,62294,398,115.89999999999998
0,4,01_12.png,R,62722,392.1,171.8
0,4,01_12.png,R,63434,141.29999999999995,463.4
0,4,01_12.png,R,63822,320.79999999999995,467.29999999999995
0,4,01_12.png,R,64442,332.79999999999995,478.4
0,4,01_12.png,R,64690,312.20000000000005,464.6
0,4,01_12.png,R,65126,154.89999999999998,475.79999999999995
0,4,01_12.png,R,65414,337.29999999999995,479.79999999999995
0,4,01_12.png,R,65654,363.79999999999995,132.8
0,4,01_12.png,R,66962,144.70000000000005,101.39999999999998
0,4,01_12.png,R,67306,171.39999999999998,145.3
0,4,01_12.png,R,67578,406.9,123
0,4,01_12.png,R,67786,765.5,102.30000000000001
0,4,01_12.png,R,68150,943.3,109
0,4,01_12.png,R,68442,748.8,100.5
0,4,01_12.png,R,69154,952.0999999999999,118.5
0,4,01_12.png,R,69782,697,411
0,4,01_12.png,R,70010,678.8,409.4
0,4,01_12.png,R,70542,961.2,399.29999999999995
0,4,01_12.png,R,71026,867.7,391.5
0,4,01_12.png,R,71206,684.5,412.1
0,4,01_12.png,R,71574,373.1,434.6
0,4,01_12.png,R,71750,301.6,455.1
0,4,01_12.png,R,72030,349.79999999999995,130.7
0,4,01_12.png,R,72514,104,119.30000000000001
0,4,01_12.png,R,72710,64.39999999999998,132.2
0,4,01_12.png,R,73298,72.10000000000002,458.9
0,4,01_12.png,R,73546,103.60000000000002,438.1
0,4,01_12.png,R,74430,201.89999999999998,314.70000000000005
0,4,01_12.png,R,74722,113.20000000000005,433.9
0,4,01_12.png,R,75594,933.9000000000001,382
0,4,01_12.png,R,76082,919.9000000000001,103.19999999999999
0,4,01_12.png,R,76410,826.7,152.5
0,4,01_12.png,R,76590,717.2,148
0,4,01_12.png,R,76958,743.9000000000001,121.5
0,4,01_12.png,R,77502,738.9000000000001,53.30000000000001
0,4,01_12.png,R,77950,738.3,133.5
0,4,01_12.png,R,78214,679.2,415.29999999999995
0,4,01_12.png,R,78482,677.5999999999999,412.29999999999995
0,4,01_12.png,R,79126,981,436
0,4,01_12.png,R,79438,746.0999999999999,462.29999999999995
0,4,01_12.png,R,79602,687.5,421
0,4,01_12.png,R,79838,933.8,149.8
0,4,01_12.png,R,80290,682.8,128.7
0,4,01_12.png,R,80458,721.3,125.89999999999998
0,4,01_12.png,R,80894,905.5999999999999,204.20000000000005
0,4,01_12.png,R,81042,787.3,145.5
0,4,01_12.png,R,81190,741.9000000000001,124.39999999999998
0,4,01_12.png,R,81530,731.0999999999999,120.10000000000002
0,4,01_12.png,R,82154,732.8,162.10000000000002
0,4,01_12.png,R,82426,433.1,140.7
0,4,01_12.png,R,82634,363.9,145.60000000000002
0,4,01_12.png,R,82890,80.89999999999998,154.7
0,4,01_12.png,R,83222,137.60000000000002,348.6
0,4,01_12.png,R,83394,111.10000000000002,453.29999999999995
0,4,01_12.png,R,83658,346.79999999999995,484.29999999999995
0,4,01_12.png,R,83830,730.3,443.29999999999995
0,4,01_12.png,R,84006,932.3,425.4
0,4,01_12.png,R,84230,939.7,119.69999999999999
0,5,01_12.png,R,-115,554.9,277.1
0,5,01_12.png,R,229,401.5,242
0,5,01_12.png,R,373,326.20000000000005,197
0,5,01_12.png,R,837,183.89999999999998,353.1
0,5,01_12.png,R,1085,251,466.20000000000005
0,5,01_12.png,R,1297,318.9,467.6
0,5,01_12.png,R,1713,761.5999999999999,426.5
0,5,01_12.png,R,1961,681.8,421.5
0,5,01_12.png,R,2125,709,168.8
0,5,01_12.png,R,2453,313.79999999999995,172.7
0,5,01_12.png,R,2817,56,166.8
0,5,01_12.png,R,2985,123.89999999999998,454
0,5,01_12.png,R,3177,274.79999999999995,474.20000000000005
0,5,01_12.png,R,3501,324.79999999999995,155.3
0,5,01_12.png,R,3953,686.9000000000001,430.1
0,5,01_12.png,R,4189,653.8,432.70000000000005
0,5,01_12.png,R,4389,936.7,450.20000000000005
0,5,01_12.png,R,4669,926.3,211.10000000000002
0,5,01_12.png,R,5009,897.7,277.5
0,5,01_12.png,R,5193,924.3,228.10000000000002
0,5,01_12.png,R,5417,677.9000000000001,213.89999999999998
0,5,01_12.png,R,5669,673.5,389
0,5,01_12.png,R,5853,652.5999999999999,515
0,5,01_12.png,R,6137,289.4,522.4
0,5,01_12.png,R,6413,289.70000000000005,483.29999999999995
0,5,01_12.png,R,6617,635.8,216.60000000000002
0,5,01_12.png,R,6825,717.9000000000001,211.70000000000005
0,5,01_12.png,R,7021,393,222.29999999999995
0,5,01_12.png,R,7169,868.2,255.79999999999995
0,5,01_12.png,R,7385,931.5,245.20000000000005
0,5,01_12.png,R,8729,935.0999999999999,444.5
0,5,01_12.png,R,9341,875.0999999999999,231.60000000000002
0,5,01_12.png,R,9609,945.8,218.79999999999995
0,5,01_12.png,R,10173,891.8,166.10000000000002
0,5,01_12.png,R,10373,647.8,138.2
0,5,01_12.png,R,10585,731.0999999999999,351.9
0,5,01_12.png,R,10777,821,327.1
0,5,01_12.png,R,11045,264.1,205.70000000000005
0,5,01_12.png,R,11317,75.30000000000001,193.29999999999995
0,5,01_12.png,R,11709,269.5,246.39999999999998
0,5,01_12.png,R,11977,383.20000000000005,233.70000000000005
0,5,01_12.png,R,12241,354.79999999999995,187.20000000000005
0,5,01_12.png,R,12637,90.39999999999998,217.79999999999995
0,5,01_12.png,R,12997,157.89999999999998,187.79999999999995
0,5,01_12.png,R,13105,133.70000000000005,481.29999999999995
0,5,01_12.png,R,13417,130.79999999999995,467.9
0,5,01_12.png,R,13581,335.79999999999995,471.70000000000005
0,5,01_12.png,R,13897,294.4,488.1
0,5,01_12.png,R,14113,247.20000000000005,297.79999999999995
